Day_Index,Date_Range,Segment,Sessions
4/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,53
4/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,114
4/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,57
4/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,81
4/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,64
4/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,55
4/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,28
4/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,62
4/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,47
4/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,106
4/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,60
4/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
4/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,67
4/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,141
4/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,60
4/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,115
4/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,73
4/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,72
4/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,52
4/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,37
4/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,30
4/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,40
4/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,33
4/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,128
4/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,67
4/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,97
4/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,48
4/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,131
4/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,50
4/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
4/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
4/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,97
4/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,51
4/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
4/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,25
5/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,46
5/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,35
5/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,107
5/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,58
5/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,121
5/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,71
5/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,118
5/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,92
5/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,110
5/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
5/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,93
5/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,52
5/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,49
5/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,21
5/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,50
5/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,44
5/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,104
5/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,59
5/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
5/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
5/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
5/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,92
5/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
5/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,67
5/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,117
5/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,73
5/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,59
5/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,35
5/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
5/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,51
5/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,119
5/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,76
5/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,130
5/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,76
5/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,133
5/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
5/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,148
5/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
5/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,102
5/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,50
5/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,47
5/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,23
5/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,61
5/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,27
5/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
5/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,81
5/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
5/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
5/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,140
5/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,65
5/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
5/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,56
5/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,103
5/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,56
5/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,38
5/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,18
5/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,41
5/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,39
5/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,100
5/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,60
5/31/16,"Oct 1, 2015 - Jan 23, 2017",New Users,126
5/31/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,68
6/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,125
6/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
6/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,100
6/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,67
6/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,106
6/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,44
6/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,51
6/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,16
6/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,73
6/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,39
6/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,119
6/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,71
6/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
6/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,59
6/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,113
6/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
6/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
6/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
6/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,89
6/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,51
6/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,60
6/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,23
6/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,60
6/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,45
6/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,145
6/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
6/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
6/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,98
6/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,146
6/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
6/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
6/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
6/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,115
6/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
6/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,64
6/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,44
6/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,59
6/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,52
6/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
6/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,95
6/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
6/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
6/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,114
6/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
6/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
6/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,81
6/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,96
6/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,48
6/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,34
6/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,19
6/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,54
6/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,37
6/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,108
6/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,101
6/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,134
6/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,59
6/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
6/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,66
6/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,126
6/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,62
7/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,93
7/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,53
7/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,36
7/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,20
7/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,59
7/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,42
7/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,92
7/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,62
7/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
7/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,95
7/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,122
7/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,88
7/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
7/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,81
7/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,95
7/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,75
7/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,44
7/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,19
7/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,53
7/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
7/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,120
7/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
7/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,117
7/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
7/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,117
7/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,72
7/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,128
7/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,82
7/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,86
7/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
7/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,51
7/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,26
7/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,63
7/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,40
7/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
7/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,97
7/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,126
7/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,82
7/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,141
7/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,96
7/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,124
7/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
7/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,84
7/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,57
7/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,37
7/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,33
7/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,50
7/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,45
7/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,128
7/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
7/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,148
7/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
7/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,118
7/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,102
7/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,121
7/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,102
7/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,105
7/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,56
7/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,48
7/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,37
7/31/16,"Oct 1, 2015 - Jan 23, 2017",New Users,49
7/31/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
8/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
8/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
8/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
8/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
8/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,112
8/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
8/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,126
8/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
8/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,107
8/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,67
8/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,53
8/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,28
8/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,59
8/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,44
8/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,161
8/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
8/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,113
8/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,93
8/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
8/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,67
8/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
8/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,95
8/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,90
8/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,63
8/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,50
8/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,28
8/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
8/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,39
8/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,115
8/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,53
8/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
8/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
8/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,135
8/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
8/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,128
8/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
8/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,107
8/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,61
8/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,40
8/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,22
8/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,69
8/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,70
8/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,127
8/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,66
8/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,118
8/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,102
8/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
8/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,104
8/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
8/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,89
8/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,104
8/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,64
8/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,47
8/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,25
8/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
8/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
8/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,139
8/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,61
8/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,133
8/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
8/31/16,"Oct 1, 2015 - Jan 23, 2017",New Users,146
8/31/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
9/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
9/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,59
9/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,98
9/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,58
9/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,33
9/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,22
9/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,48
9/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,27
9/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,80
9/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,58
9/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,203
9/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,52
9/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
9/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
9/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,142
9/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,72
9/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,111
9/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,75
9/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,49
9/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
9/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
9/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,32
9/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
9/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
9/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
9/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,82
9/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,158
9/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,90
9/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
9/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,81
9/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,99
9/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,84
9/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,59
9/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,55
9/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,73
9/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,48
9/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,131
9/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,93
9/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,133
9/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
9/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,159
9/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,86
9/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,142
9/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,103
9/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,112
9/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,70
9/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,43
9/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,26
9/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
9/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
9/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
9/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,83
9/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,165
9/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
9/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,140
9/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,106
9/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,141
9/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
9/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,111
9/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
10/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,48
10/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,17
10/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,60
10/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,43
10/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,147
10/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,108
10/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,159
10/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
10/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,147
10/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,92
10/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,167
10/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,108
10/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,139
10/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
10/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,61
10/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,36
10/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,73
10/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
10/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
10/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,98
10/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,164
10/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,105
10/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,177
10/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,109
10/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
10/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,108
10/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
10/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
10/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,61
10/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,36
10/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,66
10/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,63
10/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,161
10/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,104
10/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,149
10/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,96
10/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
10/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,110
10/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,159
10/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,94
10/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
10/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
10/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,64
10/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,25
10/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,98
10/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,47
10/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,157
10/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,95
10/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,154
10/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,93
10/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,208
10/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,21
10/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,192
10/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,56
10/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,183
10/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,79
10/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
10/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
